TRAIN, gs://constructionmaterialsdataset/Brick/00000005.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000020.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000048.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000058.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000059.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000062.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000065.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000067.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000069.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000070.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000071.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000074.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000076.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000079.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000084.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000085.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000086.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000087.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000088.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000092.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000093.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000094.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000098.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000107.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000113.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000115.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000116.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000121.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000124.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000128.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000134.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000139.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000142.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000168.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000179.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000182.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000183.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000184.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000186.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000189.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000193.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000194.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000195.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000196.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000198.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000202.jpg, Brick
TRAIN, gs://constructionmaterialsdataset/Brick/00000205.jpg, Brick
