00001628.jpg,4,3,4,Concrete,Glass,Large Multi Family Dwelling - >50 Units
gsun_0d8e7b1fd85b0e5352ba839ec61c0571.jpg,4,7,1,Concrete,None,Single Family Dwelling
gsun_0e448fe415d4249e1860071166d578b6.jpg,8,8,11,Deleted,Deleted,Government
00004144.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
gsun_1b00895a7021faeafddbfd6f01e662df.jpg,5,3,5,Steel,Glass,Retail or Professional Services
00004811.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
sun_abbdtvdtdzksqzfb.jpg,2,1,1,Wood/Siding,Brick,Single Family Dwelling
gsun_0fe76c9fb199c329b14a43043ea08fdb.jpg,1,7,1,Brick,None,Single Family Dwelling
gsun_0d9381139c7adecca3a59dcaaea38644.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00004523.jpg,1,4,8,Brick,Concrete,Entertainment & Recreation
sun_aliywwjqgoyvzvrq.jpg,4,1,4,Concrete,Brick,Large Multi Family Dwelling - >50 Units
00004785.jpg,1,4,1,Brick,Concrete,Single Family Dwelling
00002388.jpg,2,1,2,Wood/Siding,Brick,Small Multi Family Dwelling - 2-4 Units
00002069.jpg,4,7,5,Concrete,None,Retail or Professional Services
00004956.jpg,4,1,3,Concrete,Brick,Medium Multi Family Dwelling - 5-50 Units
00002389.jpg,8,8,1,Deleted,Deleted,Single Family Dwelling
00000549.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
00003571.jpg,4,1,1,Concrete,Brick,Single Family Dwelling
gsun_0ab0a01419eee6aac008ad2577da8324.jpg,2,7,19,Wood/Siding,None,Agriculture
00004663.jpg,1,2,2,Brick,Wood/Siding,Small Multi Family Dwelling - 2-4 Units
00000262.jpg,4,7,11,Concrete,None,Government
gsun_0bbf65a085ec41ff2aa2ea88a8d3763c.jpg,1,4,4,Brick,Concrete,Large Multi Family Dwelling - >50 Units
00004380.jpg,4,2,5,Concrete,Wood/Siding,Retail or Professional Services
00002265.jpg,1,2,21,Brick,Wood/Siding,Church/Non-Profit
00003895.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00004761.jpg,4,1,5,Concrete,Brick,Retail or Professional Services
sun_asisnkmaiwocvqqo.jpg,4,7,8,Concrete,None,Entertainment & Recreation
00002715.jpg,4,2,1,Concrete,Wood/Siding,Single Family Dwelling
sun_ahsknmkvyzjvzpic.jpg,4,7,6,Concrete,None,Industry/Manufacturing
sun_avvykthuszatouwd.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
gsun_0bba64f24b7f5e214f860d6ab8b326e6.jpg,8,8,5,Deleted,Deleted,Retail or Professional Services
gsun_0ad32b00d3bb2b4d9fd4fce22a2557de.jpg,2,3,21,Wood/Siding,Glass,Church/Non-Profit
gsun_0a238ac23674f49564e48b6554054df6.jpg,1,5,13,Brick,Steel,Hospital
gsun_0c1e257c8e83979d7531a9505423cebb.jpg,8,8,5,Deleted,Deleted,Retail or Professional Services
00003266.jpg,8,8,17,Deleted,Deleted,Parking
gsun_0be53cf01db1a409e23508c178e9f09c.jpg,4,3,11,Concrete,Glass,Government
sun_asbklabxmixqeqve.jpg,1,3,11,Brick,Glass,Government
00004209.jpg,8,8,12,Deleted,Deleted,Emergency Response
00003477.jpg,4,2,1,Concrete,Wood/Siding,Single Family Dwelling
gsun_1ad9dee95298c49adbc5bedd6a9b2e91.jpg,5,3,5,Steel,Glass,Retail or Professional Services
sun_anvxkjbdsoqkqlux.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00003356.jpg,2,7,19,Wood/Siding,None,Agriculture
gsun_a003f78f2939b43840d2f2f32b2ea082.jpg,4,3,8,Concrete,Glass,Entertainment & Recreation
00001633.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
sun_aogjimpmuiynwgxp.jpg,4,7,21,Concrete,None,Church/Non-Profit
gsun_0ae5a538ed1fcc65dc5f4e350ec979d8.jpg,4,5,2,Concrete,Steel,Small Multi Family Dwelling - 2-4 Units
gsun_1a5d7484b512302bf9120d5ec16b8ee3.jpg,8,8,19,Deleted,Deleted,Agriculture
00003952.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00004831.jpg,4,3,16,Concrete,Glass,Mobile Home
gsun_0c255dd716c93d345e859eacf28dda7a.jpg,4,7,1,Concrete,None,Single Family Dwelling
00002159.jpg,2,3,1,Wood/Siding,Glass,Single Family Dwelling
00004967.jpg,4,7,11,Concrete,None,Government
sun_aliluoapadnpobus.jpg,4,7,21,Concrete,None,Church/Non-Profit
gsun_1ab5144a42e0d4558a6cf77985214774.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00004327.jpg,5,4,5,Steel,Concrete,Retail or Professional Services
gsun_0d7153bca2324f4d85a0b0a5af743a87.jpg,2,3,5,Wood/Siding,Glass,Retail or Professional Services
00002017.jpg,4,3,8,Concrete,Glass,Entertainment & Recreation
00001602.jpg,2,4,1,Wood/Siding,Concrete,Single Family Dwelling
00003789.jpg,1,4,8,Brick,Concrete,Entertainment & Recreation
gsun_21964797b99e2c81fe2f6633c7c4c9b1.jpg,1,3,3,Brick,Glass,Medium Multi Family Dwelling - 5-50 Units
gsun_1b9fade38d98f066ad7f433696c6e6e5.jpg,5,3,8,Steel,Glass,Entertainment & Recreation
gsun_0b7547d3ab9028a6b290c20c1a25c3f5.jpg,4,3,8,Concrete,Glass,Entertainment & Recreation
gsun_a2bcc672606ef3cb299cc29fb3b0fc68.jpg,4,7,8,Concrete,None,Entertainment & Recreation
00002057.jpg,1,3,5,Brick,Glass,Retail or Professional Services
gsun_0e1fcf9855957ff23f85559531a9203d.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00002349.jpg,2,7,2,Wood/Siding,None,Small Multi Family Dwelling - 2-4 Units
00002260.jpg,4,2,1,Concrete,Wood/Siding,Single Family Dwelling
00004772.jpg,4,7,8,Concrete,None,Entertainment & Recreation
gsun_0b2c06c942400e28d491f58ba7d4fc6b.jpg,4,7,17,Concrete,None,Parking
00003367.jpg,2,7,19,Wood/Siding,None,Agriculture
00001778.jpg,1,3,5,Brick,Glass,Retail or Professional Services
gsun_8691264b0cfc596157c73b315d6b8ba9.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
gsun_0c57042363139b5e8a94095d0d3daa4a.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
gsun_3092233c0efa77a8b5d9ade28489762d.jpg,4,3,3,Concrete,Glass,Medium Multi Family Dwelling - 5-50 Units
gsun_1e8418335c3bf65ddaf126b868bfb1b2.jpg,4,2,2,Concrete,Wood/Siding,Small Multi Family Dwelling - 2-4 Units
00004187.jpg,1,3,2,Brick,Glass,Small Multi Family Dwelling - 2-4 Units
00000632.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
gsun_0e280704b814bb5744546743362051cf.jpg,1,2,1,Brick,Wood/Siding,Single Family Dwelling
00003880.jpg,4,7,5,Concrete,None,Retail or Professional Services
sun_anaitfwkoywklgby.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00001702.jpg,4,3,7,Concrete,Glass,Technology/Research
gsun_0e36e2a21448d45b2e3a5e88adf4883d.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
sun_awyftvlplstucrup.jpg,4,3,3,Concrete,Glass,Medium Multi Family Dwelling - 5-50 Units
gsun_0a42b58eea63acabfbf377ba6fc5e462.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00001589.jpg,1,4,1,Brick,Concrete,Single Family Dwelling
gsun_0a77d00ca523eb36f7dd39b4453acf03.jpg,4,2,13,Concrete,Wood/Siding,Hospital
gsun_00fef03a57db49045d0ee7dd4cee8e59.jpg,2,3,5,Wood/Siding,Glass,Retail or Professional Services
gsun_0b80c0535a81f7b806530962ff404870.jpg,1,4,1,Brick,Concrete,Single Family Dwelling
gsun_ac07b8e656ae3828a28b80c59d97c8e5.jpg,1,4,2,Brick,Concrete,Small Multi Family Dwelling - 2-4 Units
gsun_1a24a4c09f1af9f91139924150305b72.jpg,2,7,5,Wood/Siding,None,Retail or Professional Services
gsun_0a48ebe6724cb3bc1cf484a2509a3077.jpg,1,4,12,Brick,Concrete,Emergency Response
gsun_0a2bf32b4d97f6d0fff329f16c92d708.jpg,4,7,21,Concrete,None,Church/Non-Profit
gsun_0d442aebf345f9b378f14f367c2b5baf.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00002821.jpg,4,3,3,Concrete,Glass,Medium Multi Family Dwelling - 5-50 Units
gsun_0b601f1e9f87c6cc510aada7c14de1b1.jpg,2,7,21,Wood/Siding,None,Church/Non-Profit
00001995.jpg,4,3,3,Concrete,Glass,Medium Multi Family Dwelling - 5-50 Units
00004957.jpg,4,3,10,Concrete,Glass,Grade Schools
00002226.jpg,2,3,5,Wood/Siding,Glass,Retail or Professional Services
gsun_a42567f12139c01e77ec55a145b9fd27.jpg,5,3,5,Steel,Glass,Retail or Professional Services
00002061.jpg,2,7,5,Wood/Siding,None,Retail or Professional Services
00004599.jpg,4,3,2,Concrete,Glass,Small Multi Family Dwelling - 2-4 Units
sun_ajwkqwcsjfbhwuii.jpg,4,3,1,Concrete,Glass,Single Family Dwelling
00004583.jpg,2,7,20,Wood/Siding,None,Lodging
00002094.jpg,2,7,5,Wood/Siding,None,Retail or Professional Services
00002316.jpg,5,3,5,Steel,Glass,Retail or Professional Services
00003372.jpg,2,7,19,Wood/Siding,None,Agriculture
gsun_0da67328324893add92ceb51896913ed.jpg,4,2,1,Concrete,Wood/Siding,Single Family Dwelling
00003211.jpg,4,3,4,Concrete,Glass,Large Multi Family Dwelling - >50 Units
sun_alvelsfvyvctjnyq.jpg,4,3,3,Concrete,Glass,Medium Multi Family Dwelling - 5-50 Units
gsun_001d2833efc8b098d8ddd6a39feb4a5d.jpg,4,3,1,Concrete,Glass,Single Family Dwelling
gsun_0aa5bd3623c6c1b2b25bf498d9be0d2d.jpg,4,2,1,Concrete,Wood/Siding,Single Family Dwelling
00002320.jpg,4,7,3,Concrete,None,Medium Multi Family Dwelling - 5-50 Units
00002380.jpg,2,7,3,Wood/Siding,None,Medium Multi Family Dwelling - 5-50 Units
00002447.jpg,4,3,8,Concrete,Glass,Entertainment & Recreation
00000931.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
00003012.jpg,1,2,1,Brick,Wood/Siding,Single Family Dwelling
00001607.jpg,1,4,21,Brick,Concrete,Church/Non-Profit
gsun_a03f5911b963837540e7df65349770de.jpg,8,8,5,Deleted,Deleted,Retail or Professional Services
00004390.jpg,1,3,8,Brick,Glass,Entertainment & Recreation
gsun_0a47a48f0078943f4b19932cd31d41f4.jpg,2,7,19,Wood/Siding,None,Agriculture
sun_bevahhrnhhgcszqb.jpg,2,7,19,Wood/Siding,None,Agriculture
00002891.jpg,4,3,1,Concrete,Glass,Single Family Dwelling
gsun_0a7a939655230c1aa6b1acd546fb60be.jpg,5,4,8,Steel,Concrete,Entertainment & Recreation
gsun_1185163945ac6cc8b54e310850b904ba.jpg,4,7,3,Concrete,None,Medium Multi Family Dwelling - 5-50 Units
gsun_0b18a69b9116f471b929dba2e4910af6.jpg,4,3,21,Concrete,Glass,Church/Non-Profit
00004637.jpg,2,7,1,Wood/Siding,None,Single Family Dwelling
00000854.jpg,2,3,20,Wood/Siding,Glass,Lodging
gsun_01a0fe0a385b9b008d07f6f2c38c53e4.jpg,4,5,3,Concrete,Steel,Medium Multi Family Dwelling - 5-50 Units
00001927.jpg,1,2,1,Brick,Wood/Siding,Single Family Dwelling
gsun_1b8699d76c10ecda6648da30353f94e6.jpg,3,4,5,Glass,Concrete,Retail or Professional Services
00004431.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
gsun_0c1e226c59c26378d8c9b381d48fb5e1.jpg,4,5,8,Concrete,Steel,Entertainment & Recreation
gsun_1b34178469ecefe95b83fbda48bd0be3.jpg,4,7,5,Concrete,None,Retail or Professional Services
gsun_0d4099b2e05cbadad5dabc633e942abe.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
gsun_549111651b9d0aa1c778a5f729d22fa2.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
gsun_0a23e70eb7c3abd5546b32c59ffda7b4.jpg,4,3,5,Concrete,Glass,Retail or Professional Services
00000961.jpg,1,7,5,Brick,None,Retail or Professional Services
00001292.jpg,4,2,1,Concrete,Wood/Siding,Single Family Dwelling
gsun_0a4f7c54f043e7817aff2e2a708aee32.jpg,1,3,10,Brick,Glass,Grade Schools
00002735.jpg,2,1,1,Wood/Siding,Brick,Single Family Dwelling
gsun_1b3e42d2afeaea0863cf912cae29d913.jpg,4,2,1,Concrete,Wood/Siding,Single Family Dwelling
00002537.jpg,4,7,8,Concrete,None,Entertainment & Recreation
00002227.jpg,8,8,17,Deleted,Deleted,Parking
gsun_0b6a03108723d1146b97b97a9fcf8cba.jpg,2,7,21,Wood/Siding,None,Church/Non-Profit
